会社コード,業種名,和文社名,住所,電話,設立年月,lat,lon
410239,情報・システム・ソフト,アクロニス・ジャパン（株）,東京都港区六本木６－１０－１　六本木ヒルズ森タワー３７階,03-4572-2500,200809,35.6607345,139.7292066
410240,輸送用機器卸売,マセラティジャパン（株）,東京都港区芝５－３６－７　三田ベルジュビル,0120-965-120,201004,35.6448154,139.7448458
410243,情報・システム・ソフト,アクロリンクス（株）,東京都渋谷区恵比寿４－２０－３　恵比寿ガーデンプレイスタワー１８階,03-5789-5973,201001,35.6422106,139.7134456
410254,情報・システム・ソフト,ティーティーテックジャパン（株）,愛知県名古屋市中村区名駅南２－１４－１９　住友生命名古屋ビル２階,052-485-5898,200200,35.1653817,136.8863928
410255,情報・システム・ソフト,日本ファインアート（株）,東京都新宿区西新宿６－１６－６　新宿タツミビル１０階,03-5909-1888,201010,35.6917166,139.6877474
410256,情報・システム・ソフト,トラベルポート・サービセズ・リミテッド（日本支社）,東京都品川区大崎１－１１－２　ゲートシティ大崎イーストタワー２３階,03-5740-0209,199800,35.6186335,139.7319993
410268,他製造業,ＤＲＥＡＭ　ＩＮＴＥＲＮＡＴＩＯＮＡＬ　ＬＩＭＩＴＥＤ（日本支社）,東京都中央区湊２－２－８　ＣＫビル６階,03-3553-0160,‥,35.6716541,139.7782519
410269,化学卸売,ハンファトタルジュシクフェサ（日本支店）,東京都港区虎ノ門４－２－１２　虎ノ門４丁目ＭＴビル２号館９階,03-6369-6067,201410,35.6641737,139.7456066
410276,電気機器卸売,Ａｖｅｒｎａ　Ｔｅｃｈｎｏｌｏｇｉｅｓ　Ｉｎｃ．（日本支店）,神奈川県横浜市中区元浜町３－２１－２　ヘリオス関内ビル,045-222-3242,201004,35.4494029,139.6395902
410289,情報・システム・ソフト,オートフォームジャパン（株）,東京都港区東新橋２－３－１７　ＭＯＭＥＮＴＯ　ＳＨＩＯＤＯＭＥ　３階,03-6459-0881,200702,35.6621933,139.7581002
410297,コンサルティング,ハンドジャパン（株）,東京都中央区京橋１－２－５　京橋ＴＤビル７階,03-6225-2985,200708,35.6788546,139.770759
410307,機械卸売,エックスアロイジャパン（株）,東京都品川区勝島１－５－２１　勝島２０号倉庫２階,03-5762-2776,199500,35.5960853,139.7460912
410309,他サービス,（株）Ｃ＆Ｃプリンティングジャパン,東京都中央区銀座７－１７－１８　ジュエルビル銀座３階,03-6264-3751,199403,35.6666015,139.766095
410310,映像・音楽,Ｄｏｌｂｙ　Ｊａｐａｎ（株）,東京都中央区築地１－１３－１４　ＮＢＦ東銀座スクエア３階,03-4571-1553,200710,35.6678195,139.7697207
410326,情報・システム・ソフト,日本ティーマックスソフト（株）,東京都港区芝４－１３－４　田町第１６藤島ビル４階,03-5765-2550,200007,35.6477962,139.7499753
410338,繊維・衣服卸売,（株）モンクレールジャパン,東京都港区北青山３－６－７　青山パラシオタワー９階,03-3486-2300,200904,35.6653755,139.7113221
410348,輸送用機器卸売,ＫＩＲＣＨＨＯＦＦ　Ａｕｔｏｍｏｔｉｖｅ　Ｊａｐａｎ（株）,兵庫県神戸市中央区磯上通４－１－１４　三宮スカイビル　１２０ＷＯＲＫ　ＰＬＡＣＥ　ＫＯＢＥ,－,201001,34.6924829,135.199985
410351,精密機器卸売,シュンク・ジャパン（株）,東京都品川区南品川２－２－１３　南品川ＪＮビル１階,03-6451-4321,194905,35.6130591,139.7419852
410352,情報・システム・ソフト,クリックテック・ジャパン（株）,東京都港区六本木１－６－１　泉ガーデンタワー１０階,03-6277-7079,201001,35.664573,139.7395626
410370,他サービス,インターテックジャパン（株）,東京都港区海岸３－１８－１,03-6435-3434,200101,35.6447287,139.756577
410375,旅行,（株）ＫＯＮＩ　ＣＯＭＭＵＮＩＣＡＴＩＯＮＳ,東京都千代田区神田美土代町１１－７　神田美土代ビル２階,03-6811-7090,200907,35.6939887,139.7662562
410377,情報・システム・ソフト,（株）ＥｎｇｌｉｓｈＣｅｎｔｒａｌ,東京都台東区花川戸１－２－６,050-3802-3236,200909,35.7112613,139.7984153
410378,電気機器卸売,トリナ・ソーラー・ジャパン（株）,東京都港区六本木３－２－１　住友不動産六本木グランドタワー３２階,03-6435-9007,201002,35.6646782,139.7378198
410390,他サービス,シェルジャパン（株）,東京都千代田区丸の内１－１１－１　パシフィックセンチュリープレイス丸の内１２階,03-3218-1771,200512,35.6780553,139.7668852
410393,精密機器,（株）ＨｕＢＤＩＣ－Ｇｌｏｂａｌ,兵庫県神戸市中央区海岸通３－１－１　ＫＣＣビル４階エリンサーブ内,－,201003,34.6859601,135.1872182
410394,その他卸売,北杜林（株）,兵庫県神戸市中央区海岸通３　シップ神戸海岸ビル,078-306-1868,200502,34.6864509,135.1907121
410429,精密機器卸売,スミス・アンド・ネフュー（株）,東京都港区芝公園２－４－１　芝パークビルＡ館３階,－,198710,35.6556229,139.7522709
420008,情報・システム・ソフト,ＮＨＮ　テコラス（株）,東京都港区虎ノ門１－２３－１　虎ノ門ヒルズ森タワー２２階,03-5155-0111,200704,35.6668216,139.7494178
420012,機械,ピエルブルグ・ミクニ・ポンプ・テクノロジー（株）,神奈川県小田原市久野２４８０　（株）ミクニ小田原事業所内,050-3803-2746,201101,35.274209,139.132019
420013,情報・システム・ソフト,インフォマティカ・ジャパン（株）,東京都港区愛宕２－５－１　愛宕グリーンヒルズＭＯＲＩタワー２６階,03-6403-7600,200401,35.6621409,139.7488929
420028,精密機器,ＮＳＦＯＣＵＳジャパン（株）,東京都千代田区大手町１－５－１　大手町ファーストスクエアイーストタワー４階,03-5219-1339,201101,35.6857768,139.7640245
420030,精密機器卸売,リシャールミルジャパン（株）,東京都千代田区霞が関３－２－１,03-5511-1555,201006,35.6717955,139.7479434
420033,電気機器卸売,ＴＤ　ＳＹＮＮＥＸ（株）,東京都江東区東陽６－３－１　東京イースト２１ビジネスセンター２階,03-5665-8511,196210,35.6751759,139.8143296
420037,証券,ウェルズ・ファーゴ証券（株）,東京都千代田区丸の内１－８－３　丸の内トラストタワー本館２４階,03-6870-7500,200705,35.6823799,139.7694411
420039,証券,ジャパンネクスト証券（株）,東京都港区六本木３－１－１　六本木ティーキューブ２０階,03-4577-4040,200611,35.6654442,139.7382988
420042,他製造業,日立ＧＥニュークリア・エナジー（株）,茨城県日立市幸町３－１－１,0294-22-1000,200707,36.5844212,140.6575306
420044,投信・投資顧問,ノーザン・トラスト・グローバル・インベストメンツ（株）,東京都港区六本木１－９－１０　アークヒルズ仙石山森タワー,03-5575-5780,200211,35.6636616,139.7417629
420048,コンサルティング,エマーゴ・ジャパン・コンサルティング（株）,東京都千代田区丸の内１－８－３　丸の内トラストタワー本館６階（（株）ＵＬ　Ｊａｐａｎ内）,03-5293-6670,201001,35.6823799,139.7694411
420050,他金融,タレットプレボンＥＴＰ（株）,東京都港区赤坂２－１７－７　赤坂溜池タワー４階,03-5549-8100,200208,35.6711385,139.7392574
420054,化学卸売,オーピーアイジャパン（株）,東京都新宿区西新宿３－２０－２　東京オペラシティタワー２７階,03-6632-4432,199904,35.682955,139.6867214
420059,航空,アエロメヒコ航空（日本支社）（登記社名　ＡＥＲＯＶＩＡＳ　ＤＥ　Ｍｅｘｉｃｏ，Ｓ．Ａ　ｄｅ　Ｃ．Ｖ．）,東京都千代田区,0570-783-057,201005,35.6940309,139.7537719
420062,化学,Ｐ＆Ｇイノベーション合同会社,兵庫県神戸市中央区小野柄通７－１－１８,078-336-6000,200902,34.6933173,135.1960939
420072,医薬品,レオ　ファーマ（株）,東京都千代田区神田神保町１－１０５　神保町三井ビルディング９階,03-5809-2468,201006,35.6942485,139.7605759
420075,その他卸売,三能ジャパン食品器具（株）,東京都千代田区麹町３－５－２　ビュレックス麹町５０２,03-6272-4777,201008,35.683405,139.7388177
420079,コンサルティング,アシャースト法律事務所・外国法共同事業（登記社名　Ａｓｈｕｒｓｔ　ＬＬＰ）,東京都港区虎ノ門４－３－１　城山トラストタワー３０階,03-5405-6200,201004,35.6646397,139.7430889
420080,コンサルティング,フレッシュフィールズブルックハウスデリンガー法律事務所（外国法共同事業）,東京都港区赤坂５－３－１　赤坂Ｂｉｚタワー３６階,03-3584-8500,198800,35.673175,139.7363593
420086,医薬品,ヴィーブヘルスケア（株）,東京都港区赤坂１－８－１　赤坂インターシティＡＩＲ,03-4231-5150,200911,35.6697533,139.7431185
420087,他金融,ＣＭＥ　ＧＲＯＵＰ　ＪＡＰＡＮ（株）,東京都千代田区霞が関３－２－５　霞が関ビルディング６階６２２号室,03-5511-6656,201201,35.671183,139.7472406
420093,機械卸売,（株）グローバルテクノス,大阪府大阪市東淀川区東中島２－９－１５　大和生ビル９０６,06-6195-2071,200308,34.7284071,135.503798
420098,証券,フィリップ証券（株）,東京都中央区日本橋兜町４－２,03-3666-2321,194404,35.6824266,139.778115
420106,証券,モルガン・スタンレー・ホールディングス（株）,東京都千代田区大手町１－９－７　大手町フィナンシャルシティ　サウスタワー,03-6836-5000,200710,35.687589,139.765773
420113,輸送用機器卸売,スカニアジャパン（株）,東京都港区芝４－４－２０　グーゴルプレックス・ミレニアムビル７階,03-6735-3535,201008,35.6482234,139.7491169
420118,電気機器,Ｔｉａｎｍａ　Ｊａｐａｎ（株）,神奈川県川崎市幸区鹿島田１－１－２　新川崎三井ビル　ウエストタワー２８階,044-330-9933,200304,35.549808,139.6737985
420120,情報・システム・ソフト,Ｖｅｅｖａ　Ｊａｐａｎ（株）,東京都渋谷区恵比寿１－１９－１９　恵比寿ビジネスタワー５階,03-6721-9800,201104,35.6475266,139.7125988
420129,電気機器卸売,ベッコフオートメーション（株）,神奈川県横浜市中区桜木町１－１－８　日石横浜ビル１８階,045-650-1612,201103,35.4539077,139.6301468
420131,他サービス,インパラ・プラチナム・ジャパン（株）,東京都千代田区内幸町１－３－３　内幸町ダイビル７０２,03-3504-0712,196900,35.6693995,139.7569121
420132,機械卸売,Ｕｐｓｏｌａｒ　Ｊａｐａｎ（株）,東京都千代田区神田神保町１－１３　Ｃｏｎｖｅｘ神保町１０階,03-3518-9768,201008,35.6964516,139.7597872
420133,電気機器卸売,ＡＩＴジャパン（株）,東京都品川区北品川３－６－６　品川御殿山ビル８階,03-6479-5997,200503,35.6202697,139.7397567
